Balance,BillCycle,CardID,CardNumber,CardType,CreditLimit,CustomerID,ExpirationDate,InterestRate,IssueDate,Status
561.4,Quarterly,8023567978211377,4739044542891,Visa,1359.75,407215,2029-02-10,14.73,2021-04-02,Closed
4422.05,Monthly,9111510508760517,3580379427899364,MasterCard,4317.14,406323,2027-02-19,14.89,2020-08-27,Closed
1241.1,Monthly,5351649449007352,4076658157713377,Visa,1196.5,439461,2026-07-08,19.69,2022-04-03,Active
2980.93,Quarterly,8582334756086651,4444532937907,Visa,3357.14,422169,2029-07-02,15.06,2021-12-03,Active
786.47,Monthly,2435226701826491,180007815377129,Visa,8445.79,415236,2026-07-03,14.19,2020-05-12,Closed
914.22,Monthly,3174752018391285,4454547061668,MasterCard,4379.78,418167,2026-08-21,11.04,2022-06-27,Suspended
4293.44,Quarterly,1766362434602872,4668471927161270776,Visa,1479.4,420822,2026-02-03,10.72,2020-06-01,Suspended
951.69,Monthly,4850879325116613,4345096125546154,MasterCard,6655.54,430649,2027-05-31,12.99,2024-05-22,Active
2833.86,Monthly,3635815176224927,4837283811843740,Visa,4684.52,429483,2028-02-25,11.17,2020-05-11,Suspended
488.38,Quarterly,5807563577354859,501892146041,Visa,8515.35,404269,2028-09-17,10.47,2020-05-09,Closed
1812.93,Monthly,1889186727758822,4699315805220597,Visa,6877.61,427771,2027-05-01,10.87,2023-11-22,Active
77.6,Monthly,9533894713253890,6011954073585509,American Express,8368.43,408258,2026-05-19,17.14,2021-11-19,Suspended
767.23,Monthly,9605276849389868,4310484127799,MasterCard,6495.79,419302,2026-03-10,17.17,2021-10-18,Active
3426.88,Monthly,8851578083078126,180043536395280,American Express,2989.43,412520,2027-09-09,14.29,2024-02-04,Suspended
910.66,Monthly,5333919202438608,4487456682316045,MasterCard,9722.63,407845,2028-03-18,17.79,2021-05-01,Suspended
2885.71,Monthly,1504293962409638,6011299916560727,MasterCard,5963.68,403897,2026-05-29,17,2021-12-03,Active
1402.17,Monthly,4036461107032553,6502991428886485,Visa,9774.82,430763,2027-03-02,15.19,2023-10-21,Closed
4316.88,Quarterly,2646511812446866,6558422228587407,Visa,5104.59,408119,2026-12-23,19.95,2024-06-28,Suspended
3467.11,Quarterly,2723690459665175,345706840589663,MasterCard,8666.18,401146,2028-09-14,17.34,2021-07-16,Suspended
1778.32,Monthly,3495985821561630,2706418639710034,MasterCard,1257.51,434853,2028-09-18,10.28,2020-08-05,Active
4714.92,Quarterly,6926169673239000,5450739269806755,MasterCard,6985.65,444680,2028-12-10,10.53,2023-02-17,Closed
3521.35,Quarterly,9630583837748225,6506360875084877,Visa,5924.3,404242,2028-06-14,10.73,2021-12-24,Suspended
3181.49,Quarterly,6991158518647601,4488800024104,Visa,1770.34,445254,2027-09-21,17.57,2020-09-03,Suspended
4982.17,Quarterly,2207453707444912,4362875201762860,MasterCard,3270.25,445952,2028-01-02,15.63,2020-06-29,Active
4259.48,Monthly,2935571262333706,4949058342763620748,MasterCard,9858.45,441351,2027-10-21,16.15,2024-01-26,Active
3200.38,Quarterly,4996379578792116,4757629211545960,Visa,8042.86,423275,2027-04-29,15.22,2020-05-26,Closed
2670.53,Quarterly,6315295490132207,4647967940366,American Express,6975.7,405543,2027-12-12,16.76,2022-03-07,Suspended
85.76,Quarterly,7720466163512816,630463515076,MasterCard,3507.37,446465,2027-02-24,15.64,2024-02-09,Closed
3450.79,Monthly,9512803314346724,30154518049134,MasterCard,7368.05,440960,2029-05-15,14.23,2023-10-10,Closed
2151.26,Quarterly,2246997787736788,345822674231502,MasterCard,4599.98,435447,2028-10-25,18.9,2024-07-24,Closed
2306.44,Monthly,6068169902764777,2719206901747981,American Express,5785.06,430244,2028-03-29,19.03,2020-04-16,Suspended
4399.71,Monthly,3064243650697639,3508749047113074,Visa,3413.2,415005,2027-10-18,17.85,2020-09-03,Closed
1829.95,Quarterly,5394479560260663,3592979140594006,American Express,1785.68,409449,2027-11-30,14.92,2022-09-11,Closed
4709.71,Monthly,5809196040157706,6564645802302007,Visa,1316.67,420792,2028-10-20,17.5,2023-05-14,Suspended
981.92,Monthly,3292752971474824,4129016978064518428,MasterCard,1479.72,405496,2028-05-15,10.62,2022-08-19,Suspended
2778.54,Monthly,3549556040117978,3577805631938007,MasterCard,3243.32,435129,2027-11-28,14.76,2020-02-07,Active
2856.02,Monthly,6329665623721870,4243766535792001,American Express,7713.53,400755,2028-10-29,10.43,2020-07-28,Active
520.18,Monthly,1743000987048863,4814492551486688,American Express,5645.82,420202,2029-05-17,15.07,2023-01-11,Closed
4068.06,Quarterly,4403382086586721,4324494493176883,MasterCard,3006.81,427265,2027-04-22,14.94,2020-11-19,Closed
999.56,Monthly,9577264298737623,3520730359201966,Visa,2261.43,443488,2029-03-26,11.04,2021-05-24,Closed
2710.55,Quarterly,9858013687709435,3550353839517332,Visa,4441.66,439211,2026-02-28,17.57,2023-05-30,Active
2372.79,Monthly,1293031315288429,4179895158675686,American Express,2856.2,410143,2027-06-27,19.06,2022-09-11,Closed
2918.01,Monthly,4320566987138823,3580767236920084,Visa,4606.56,411215,2028-09-09,17.32,2024-07-06,Active
2083.32,Quarterly,8775778891895753,676265304698,MasterCard,9741.87,418910,2027-03-08,17.92,2021-06-16,Active
4535.26,Quarterly,1368638318004983,30272187101760,MasterCard,6893.4,429743,2028-08-17,14.19,2021-04-20,Active
1038.61,Monthly,2612087744480669,6587505872316480,MasterCard,6803.16,428886,2027-11-30,14.56,2021-09-20,Suspended
1571.71,Monthly,7690161428735792,3508235917998075,Visa,2339.68,403920,2025-09-04,12.5,2023-10-19,Active
4008.3,Quarterly,6969162635639647,4579438831811984,American Express,4630.58,411934,2028-06-22,12.91,2021-05-17,Closed
3017.58,Quarterly,4960950333259463,180040204045148,Visa,1649.56,413408,2027-09-19,18.34,2020-07-20,Suspended
3619.61,Quarterly,5597831378996246,38178689129724,MasterCard,4008.81,401465,2026-01-29,15.92,2020-12-17,Suspended
4169.89,Monthly,5362205455730695,6011466964619883,MasterCard,8915.49,437608,2028-01-24,10.18,2024-01-06,Closed
2265.47,Quarterly,4464421272204834,6557813381312404,American Express,1638.17,407611,2027-03-23,14.6,2022-01-12,Active
2062.04,Monthly,4199148276406359,372274270292809,MasterCard,7359.46,411817,2029-06-22,14.24,2020-04-02,Suspended
2515.25,Monthly,8279099909975502,639030871391,MasterCard,7199.19,406959,2027-07-07,11.71,2020-01-24,Suspended
1193.63,Monthly,2125603015088634,5551497749034831,American Express,9557.3,400696,2028-12-21,10.69,2024-06-08,Active
266.28,Monthly,3586764622567777,4521007187842961319,Visa,7306.95,417608,2028-01-08,15.19,2022-02-16,Active
3916.08,Monthly,9043233341922437,3591038608307657,American Express,8480.31,432144,2027-02-14,19.02,2021-03-10,Closed
2443.75,Monthly,7383766154887584,3562875095390497,American Express,2517.32,416084,2026-08-24,16.97,2020-03-05,Active
1895.61,Monthly,3163063531676541,3543760168024666,American Express,1223.18,446958,2028-03-05,16.83,2024-02-13,Closed
370.97,Quarterly,3309496871577776,4981934097751072,MasterCard,6090.47,430939,2028-08-01,11.29,2022-01-19,Closed
707.96,Quarterly,3824389803833986,3508798791154693,Visa,8413.17,431186,2026-06-25,16.63,2021-05-17,Suspended
4165.68,Quarterly,7074875748147953,2272641800157081,Visa,3120.06,434170,2028-12-03,18.53,2021-07-15,Active
81.71,Quarterly,2165663356696519,30109006266103,Visa,4776.65,422001,2028-04-12,17.87,2021-09-01,Suspended
3120.51,Monthly,2277722904420138,6011553037775329,Visa,9689.41,428336,2029-01-18,16.1,2022-08-06,Closed
1307.69,Quarterly,1278975564218222,30477156876439,MasterCard,2797.3,437838,2029-02-05,13.14,2023-11-27,Active
3567.08,Monthly,1681080573032425,30060006450769,American Express,5715.42,407740,2026-03-13,10.88,2022-03-23,Active
1816.77,Quarterly,7974852699769581,4068526399654230758,MasterCard,5868.88,412334,2026-05-02,18.46,2023-09-26,Suspended
2938.96,Quarterly,5910229168276598,676339925791,American Express,8716.12,422977,2026-12-27,15.74,2023-01-01,Closed
1857.41,Monthly,1584423751073949,349562718690596,Visa,1085.25,430319,2027-08-09,16.38,2020-05-03,Suspended
4274.58,Monthly,6892789055292257,378848140298080,American Express,3403.5,431922,2028-03-25,19.56,2022-09-03,Closed
1028.94,Quarterly,6469389440715548,180067084010124,MasterCard,1810.82,415824,2027-05-31,13.56,2021-11-16,Closed
4768.08,Monthly,5402376072082916,2288027068372210,American Express,6547.42,410983,2026-05-19,14.65,2020-05-03,Suspended
345.11,Quarterly,2076206388141873,378193343631088,American Express,3159.06,415638,2029-04-10,15.55,2020-01-15,Active
1291.63,Quarterly,2917029410618134,584687292188,American Express,6082.68,409679,2026-10-20,16.67,2022-11-29,Suspended
4296.98,Monthly,9308494251470656,3513431708049409,MasterCard,6033.42,411705,2025-11-23,19.18,2022-11-27,Suspended
336.47,Monthly,8697868279034436,4397528192387432978,American Express,9870.49,432308,2027-10-04,11.65,2020-11-27,Closed
1703.13,Monthly,7811697334629110,3536248568348215,MasterCard,7335.14,400350,2026-09-01,16.35,2023-07-22,Suspended
608.27,Quarterly,6130484976422325,4886949441225843,MasterCard,7410.05,440467,2026-06-12,13.67,2020-06-07,Closed
375.4,Monthly,5819326311166602,3529514983421310,Visa,2537.08,412916,2026-07-02,11.89,2023-01-29,Closed
4890.17,Monthly,5845048433987190,3522228930760335,American Express,9955.35,407547,2027-01-11,10.93,2023-06-02,Closed
3311.85,Quarterly,6946732755071236,4043368446046999,Visa,9239.27,432042,2028-07-14,10.41,2022-10-13,Suspended
3176.63,Quarterly,3615921624938874,345829588132924,MasterCard,1286.15,419084,2027-07-03,12.7,2023-05-10,Active
2718.51,Monthly,2161191163273691,6598243046865599,MasterCard,7346.59,425087,2027-07-15,18.18,2022-08-30,Closed
3629.75,Monthly,9350974099062120,639018668488,Visa,1527.15,417371,2028-07-06,17.03,2020-06-05,Active
4529.67,Quarterly,1698881792835042,4951416235039533,American Express,3043,426456,2028-08-28,11.39,2023-05-08,Closed
3041.75,Monthly,2423558428585706,4517114339491,Visa,5895.13,424673,2027-04-17,13.87,2022-09-09,Active
3266.72,Quarterly,4117281074210761,6011750610542635,Visa,3782.27,430025,2025-10-03,14.27,2023-06-02,Suspended
2022.68,Quarterly,2601835728291650,4983369595749191612,American Express,2884.22,436198,2026-02-24,14.56,2021-07-06,Suspended
1509.84,Quarterly,7771783024477913,343787683455529,MasterCard,2600.92,440713,2028-03-04,12.45,2024-04-20,Closed
3968.85,Quarterly,6159539426187124,375433686441858,Visa,2848.63,407211,2029-06-28,18.62,2024-04-23,Closed
2024.8,Monthly,4100542837128377,3528982146532896,Visa,2067.58,429815,2028-02-09,16.78,2022-11-23,Suspended
1382.81,Quarterly,8703270372779695,6011867062421801,Visa,9188.64,442524,2027-12-23,19.13,2021-04-05,Active
3965.72,Quarterly,1430700063537887,4999994870150108,Visa,2966.52,421078,2029-02-07,11.52,2022-07-26,Closed
3826.57,Quarterly,9494330279203982,378400004967754,MasterCard,1342.34,414281,2027-12-15,18.55,2023-03-30,Active
4265.34,Quarterly,1584990936902827,3584711023346851,American Express,1031.8,429206,2027-04-28,15.56,2020-03-19,Suspended
261.26,Quarterly,5354213886665229,4915610439158919875,Visa,6862.86,422251,2027-12-15,19.44,2021-12-04,Suspended
3727.4,Monthly,2496864458870282,4125271708797138,MasterCard,4336.47,416470,2027-09-15,17.72,2021-10-12,Active
1575.92,Quarterly,2808258309307039,346675701522718,Visa,4903.08,420211,2028-04-27,17.79,2022-11-04,Closed
323.08,Quarterly,4843410743305874,2262815069102754,MasterCard,4901.72,407270,2027-08-11,10.04,2020-04-03,Closed
3151.92,Monthly,4329894481164596,4915989599250314706,MasterCard,1883.51,446246,2028-10-16,15.07,2023-05-21,Active
1711.14,Monthly,6583636470670529,180015017748757,MasterCard,6426.78,442726,2028-12-09,11.01,2022-12-13,Closed
2570.62,Monthly,7545275343593148,30582335344819,American Express,5498.13,428181,2027-02-20,11.61,2020-08-21,Active
3107.49,Quarterly,7321178244895273,6512333999822797,Visa,4939.04,410319,2029-06-17,12.68,2022-06-29,Suspended
1215.16,Quarterly,6401311415289990,6539864737529178,American Express,1272.48,404127,2026-07-21,19.78,2022-09-24,Suspended
644.27,Quarterly,3219661057865603,2252404598419484,Visa,7590.6,434434,2026-11-03,12.37,2020-07-28,Active
1588.43,Monthly,5560660749261164,30595770960253,American Express,3315.68,413149,2026-01-28,19.17,2024-05-23,Active
0.81,Monthly,4739127899877474,3588169338335828,Visa,8064.6,431531,2027-06-25,10.35,2024-01-15,Closed
632.28,Quarterly,9335606018855824,4980307973202392202,Visa,9417.02,417304,2028-02-04,12.92,2023-12-05,Closed
4159.48,Monthly,7967105156364647,180083977224243,Visa,1879.33,418460,2027-02-05,13.88,2022-08-07,Active
1883.52,Quarterly,6644675062733645,36270071952987,Visa,1722.16,435408,2027-11-18,14.49,2021-03-04,Suspended
4497.9,Monthly,9259371935189162,4499351045912026,Visa,5947.26,441882,2026-08-20,12.44,2023-12-17,Closed
4941.46,Monthly,6452539646894165,6011201649234737,MasterCard,7990.5,440313,2027-05-23,17.43,2023-10-08,Closed
3376.28,Monthly,3445614934165375,180082604018598,American Express,9108.26,432146,2025-10-14,17.69,2023-06-26,Suspended
4697.48,Monthly,6076465037861072,2289198939469961,American Express,6685.12,410482,2027-04-21,18.83,2023-06-14,Closed
4962.65,Quarterly,4127561697241558,4377539915940,American Express,8981.96,424879,2027-07-28,17.22,2023-11-06,Closed
4891.68,Monthly,3872147517366031,3543128478841171,American Express,7355.34,431147,2027-08-23,12.63,2020-09-28,Suspended
2250.95,Monthly,9001075445595449,6560921513016200,MasterCard,3839.35,434349,2026-12-19,19.95,2024-05-14,Suspended
4596.87,Monthly,3664419163610791,180045554309820,MasterCard,2796.77,403042,2028-04-18,16.82,2020-01-20,Suspended
3975.48,Monthly,3294515977893321,180016579814409,MasterCard,2443.7,412908,2026-01-14,10.64,2023-01-24,Closed
448.14,Quarterly,2276397855381873,30054582254851,Visa,2198.22,437772,2027-06-11,17.37,2020-07-31,Active
1818.03,Monthly,2573260810207850,676295155243,American Express,2421.89,410129,2027-04-20,15.46,2020-01-04,Suspended
2770.55,Quarterly,9163829915647356,373661767323080,Visa,5794.04,410717,2027-01-03,12.59,2023-02-06,Active
1844.05,Monthly,2105559121194681,180010619945562,Visa,6562.11,412441,2028-09-19,15.24,2022-06-29,Active
3166.58,Monthly,6425578100113461,4412181733236865,MasterCard,9159.04,400582,2028-05-31,10.14,2022-10-27,Closed
1625.18,Quarterly,5713743354810109,213194965657244,MasterCard,2608.82,416339,2026-05-18,10.32,2020-10-24,Suspended
1820.25,Quarterly,7007342585485914,6592537089092672,MasterCard,4022.32,421286,2027-05-10,16.62,2020-08-13,Suspended
3180.12,Monthly,4333339375080272,501808747015,MasterCard,4862.58,422404,2028-04-30,17.94,2024-07-15,Active
1151.27,Monthly,1898527031079159,30083079080693,Visa,8421.3,418610,2027-12-03,12.82,2021-05-07,Closed
792.39,Monthly,3566238737541635,2354924187270235,MasterCard,9144.22,415775,2028-11-06,12.55,2023-08-05,Active
4045.52,Quarterly,3826244595097345,4307475900687509598,American Express,3364.39,424433,2029-03-07,15.08,2021-11-04,Closed
1831.09,Quarterly,4984584162170634,6534302660247133,American Express,3964.39,443374,2028-03-17,13.44,2024-06-03,Active
2624.89,Monthly,2682223005922063,4612249929293608,MasterCard,6873.6,413313,2027-08-12,14.84,2021-07-14,Closed
3360.31,Quarterly,7681234964985551,6570296544212286,Visa,5044.38,445553,2029-07-07,17.75,2021-01-09,Active
4889.74,Quarterly,7966488036638500,4116212761235103109,MasterCard,4617.6,433561,2027-06-10,13.18,2024-06-06,Active
1205.29,Quarterly,7453426197983436,3565845191451078,MasterCard,1254.93,410646,2028-12-12,10.36,2021-05-29,Suspended
3524.01,Quarterly,9596286318553072,4118174748140245,MasterCard,9297.05,448132,2026-10-01,19.2,2024-01-18,Suspended
114.87,Monthly,7119265689494023,580665036118,Visa,4609.52,413663,2028-10-03,11.73,2021-10-21,Suspended
2012.37,Monthly,6369170509702367,4119026714020906822,Visa,2631.32,405190,2028-01-28,10.82,2020-09-16,Closed
4862.72,Monthly,3172116291512708,6011589188837682,MasterCard,1531.91,408703,2028-04-22,13.42,2023-01-31,Suspended
4512.47,Monthly,8588340718053656,6011930836206641,MasterCard,9146.58,414622,2026-07-21,18.53,2023-03-20,Closed
598.05,Quarterly,7303913821044880,4995937702668911726,Visa,6454.68,428622,2025-09-28,10.84,2024-02-05,Active
4631.66,Quarterly,9632514139940288,4955176844865771992,MasterCard,3696.78,428621,2025-08-15,15.04,2022-05-10,Suspended
4143.37,Monthly,6053622640991465,180096295979793,Visa,1914.42,437290,2026-10-13,12.45,2023-01-20,Suspended
2547.58,Monthly,3560408499409133,6011444650214327,MasterCard,5895.16,441636,2029-03-22,11.17,2021-12-23,Closed
1234.32,Quarterly,2944523814545575,4300174398857580375,Visa,9130.07,400672,2026-11-04,17.28,2020-10-12,Suspended
2121.18,Quarterly,3497223289932499,4715632109547004196,Visa,6302.98,401274,2028-07-27,12.83,2021-07-15,Active
3498.34,Monthly,3870255329475685,4027960108014726077,Visa,7605.9,403703,2026-03-17,18.49,2022-10-03,Closed
2105.51,Monthly,8977102031296020,213135743551399,MasterCard,2649.11,429168,2027-04-07,18.85,2021-03-19,Active
1396.01,Monthly,1690119587662228,4248971336900909882,MasterCard,5517.32,421149,2027-04-16,12.13,2022-11-25,Suspended
2336.88,Quarterly,1829008166007622,4187012781857513313,Visa,8212.76,400683,2028-03-09,16.1,2020-10-14,Suspended
4251.36,Quarterly,9911876075077193,3531519119573245,Visa,6438.82,402713,2028-01-07,17.73,2021-04-22,Suspended
2535.28,Quarterly,9109126023363533,344669198459916,Visa,8472.24,408862,2029-02-25,11.14,2022-06-16,Closed
1319.43,Quarterly,3498124474064037,5420667893229754,Visa,3475.67,413588,2028-10-30,16.68,2023-01-18,Active
4139.37,Quarterly,4202906697866404,180086915785241,MasterCard,2052.26,444736,2026-11-23,15.46,2023-06-22,Suspended
1192.69,Quarterly,2180344008479687,3503642617496505,American Express,8340.83,430012,2025-09-20,15.5,2020-10-07,Closed
66.42,Monthly,9129790089013757,2279944957965998,American Express,3945.67,436328,2028-07-02,17.48,2022-08-22,Closed
1987,Quarterly,1530637046717423,4278945355868343,MasterCard,9034.21,432564,2029-07-02,18.67,2020-07-18,Suspended
3699.33,Quarterly,3754720383003477,578192915416,MasterCard,6286.21,422827,2027-07-02,13.04,2021-01-04,Suspended
2922.61,Monthly,1618253575209855,6011201818617431,Visa,6358.52,407051,2028-05-28,14.54,2022-12-31,Active
3456.2,Monthly,4408814717358160,6011347977426286,MasterCard,1862.43,420655,2027-08-08,19.22,2021-01-10,Active
2824.07,Monthly,6985431641630242,6553858571703395,Visa,3750.04,415831,2029-06-12,13.27,2022-10-21,Active
4004.01,Monthly,3412415021697898,30111336805808,American Express,5590.98,438515,2029-07-24,19.68,2020-05-08,Closed
2694.43,Monthly,2684788417416493,4897512050259680,Visa,4545.79,424828,2028-08-04,15.49,2021-01-15,Active
3328.68,Monthly,7277554471990877,675929660867,MasterCard,5103.33,411335,2026-06-20,15.86,2020-09-21,Closed
4618.66,Quarterly,8244691985391513,340904567085677,MasterCard,4284.72,447093,2027-04-11,15.21,2021-05-30,Closed
247.9,Quarterly,2094633365983093,3542537170912703,Visa,3573.3,438728,2028-02-18,19.26,2022-02-08,Closed
